año,salario semanal
2004.0,0.0
2004.0,9000.0
2004.0,11400.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,4500.0
2004.0,6000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,60000.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,22500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,11100.0
2004.0,0.0
2004.0,45000.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,3000.0
2004.0,0.0
2004.0,12150.0
2004.0,1500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,75000.0
2004.0,63000.0
2004.0,45000.0
2004.0,48000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,7650.0
2004.0,28800.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,0.0
2004.0,57600.0
2004.0,28470.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,6000.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,16500.0
2004.0,0.0
2004.0,6000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,13500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,30000.0
2004.0,0.0
2004.0,6000.0
2004.0,0.0
2004.0,3900.0
2004.0,27000.0
2004.0,36000.0
2004.0,0.0
2004.0,24000.0
2004.0,27000.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,21060.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,0.0
2004.0,66000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,7500.0
2004.0,0.0
2004.0,0.0
2004.0,13500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,29400.0
2004.0,6000.0
2004.0,21000.0
2004.0,0.0
2004.0,21000.0
2004.0,30000.0
2004.0,15000.0
2004.0,0.0
2004.0,0.0
2004.0,22500.0
2004.0,15000.0
2004.0,0.0
2004.0,66000.0
2004.0,33000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,2400.0
2004.0,0.0
2004.0,0.0
2004.0,10500.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,300000.0
2004.0,240000.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,0.0
2004.0,2100.0
2004.0,0.0
2004.0,12000.0
2004.0,21000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,48000.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,18000.0
2004.0,18000.0
2004.0,30000.0
2004.0,0.0
2004.0,10500.0
2004.0,27000.0
2004.0,11700.0
2004.0,25500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,6000.0
2004.0,12000.0
2004.0,13500.0
2004.0,22500.0
2004.0,0.0
2004.0,0.0
2004.0,48000.0
2004.0,0.0
2004.0,0.0
2004.0,40860.0
2004.0,0.0
2004.0,0.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,33000.0
2004.0,0.0
2004.0,60000.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,4800.0
2004.0,9000.0
2004.0,15000.0
2004.0,54000.0
2004.0,60000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,4500.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,66000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,120000.0
2004.0,198000.0
2004.0,0.0
2004.0,15600.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,12000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,45000.0
2004.0,21600.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,34500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,0.0
2004.0,60000.0
2004.0,0.0
2004.0,3600.0
2004.0,27000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,25770.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,10200.0
2004.0,0.0
2004.0,7500.0
2004.0,0.0
2004.0,0.0
2004.0,21060.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,12000.0
2004.0,60000.0
2004.0,13500.0
2004.0,0.0
2004.0,0.0
2004.0,27000.0
2004.0,60000.0
2004.0,18000.0
2004.0,18000.0
2004.0,24000.0
2004.0,39000.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,60000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,48000.0
2004.0,24000.0
2004.0,15000.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,600.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,9900.0
2004.0,0.0
2004.0,48000.0
2004.0,0.0
2004.0,31500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,15000.0
2004.0,45000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,1800.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,8400.0
2004.0,66000.0
2004.0,90000.0
2004.0,63000.0
2004.0,0.0
2004.0,0.0
2004.0,11400.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,19500.0
2004.0,10500.0
2004.0,0.0
2004.0,0.0
2004.0,6000.0
2004.0,28500.0
2004.0,21000.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,32340.0
2004.0,33000.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,12000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,9600.0
2004.0,48600.0
2004.0,0.0
2004.0,20400.0
2004.0,9000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,30060.0
2004.0,9000.0
2004.0,0.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,27000.0
2004.0,18000.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,33420.0
2004.0,6000.0
2004.0,4500.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,19500.0
2004.0,30000.0
2004.0,27000.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,18000.0
2004.0,18000.0
2004.0,0.0
2004.0,24000.0
2004.0,24000.0
2004.0,15000.0
2004.0,0.0
2004.0,30060.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,36060.0
2004.0,0.0
2004.0,21000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,16200.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,240.0
2004.0,0.0
2004.0,21000.0
2004.0,3600.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,16200.0
2004.0,0.0
2004.0,6000.0
2004.0,0.0
2004.0,84000.0
2004.0,45000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,18060.0
2004.0,0.0
2004.0,24000.0
2004.0,15000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,28080.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,15900.0
2004.0,15000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,40500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,31500.0
2004.0,40200.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,36000.0
2004.0,18000.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,31500.0
2004.0,10500.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,138000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,16560.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,21000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,20490.0
2004.0,0.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,27000.0
2004.0,19500.0
2004.0,0.0
2004.0,0.0
2004.0,57000.0
2004.0,0.0
2004.0,129000.0
2004.0,54000.0
2004.0,0.0
2004.0,0.0
2004.0,75060.0
2004.0,0.0
2004.0,9060.0
2004.0,33000.0
2004.0,57000.0
2004.0,0.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,6000.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,6900.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18720.0
2004.0,19500.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,12000.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,9000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,17400.0
2004.0,184500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,48000.0
2004.0,39000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,54000.0
2004.0,54000.0
2004.0,0.0
2004.0,0.0
2004.0,33000.0
2004.0,69000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,22500.0
2004.0,0.0
2004.0,0.0
2004.0,24420.0
2004.0,0.0
2004.0,30000.0
2004.0,24000.0
2004.0,0.0
2004.0,0.0
2004.0,10800.0
2004.0,18000.0
2004.0,15000.0
2004.0,16500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,13500.0
2004.0,0.0
2004.0,0.0
2004.0,51000.0
2004.0,36000.0
2004.0,0.0
2004.0,18000.0
2004.0,18000.0
2004.0,27000.0
2004.0,6000.0
2004.0,9000.0
2004.0,9000.0
2004.0,45000.0
2004.0,0.0
2004.0,0.0
2004.0,33000.0
2004.0,36000.0
2004.0,0.0
2004.0,58500.0
2004.0,51900.0
2004.0,0.0
2004.0,0.0
2004.0,180000.0
2004.0,0.0
2004.0,12000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,0.0
2004.0,5700.0
2004.0,30000.0
2004.0,51000.0
2004.0,0.0
2004.0,0.0
2004.0,21000.0
2004.0,0.0
2004.0,13500.0
2004.0,36000.0
2004.0,0.0
2004.0,12000.0
2004.0,21000.0
2004.0,9000.0
2004.0,90000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,27000.0
2004.0,15000.0
2004.0,0.0
2004.0,21000.0
2004.0,12600.0
2004.0,0.0
2004.0,30000.0
2004.0,9000.0
2004.0,27000.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,13200.0
2004.0,6000.0
2004.0,0.0
2004.0,0.0
2004.0,19500.0
2004.0,21000.0
2004.0,12000.0
2004.0,0.0
2004.0,39000.0
2004.0,0.0
2004.0,8400.0
2004.0,63000.0
2004.0,51000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,45000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,12000.0
2004.0,9000.0
2004.0,0.0
2004.0,39000.0
2004.0,43170.0
2004.0,75000.0
2004.0,2400.0
2004.0,18000.0
2004.0,2100.0
2004.0,0.0
2004.0,0.0
2004.0,12000.0
2004.0,3000.0
2004.0,36000.0
2004.0,45000.0
2004.0,0.0
2004.0,0.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,54000.0
2004.0,0.0
2004.0,0.0
2004.0,82500.0
2004.0,0.0
2004.0,0.0
2004.0,66000.0
2004.0,0.0
2004.0,2400.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,13500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,17400.0
2004.0,0.0
2004.0,171000.0
2004.0,136380.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,54000.0
2004.0,60000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,30000.0
2004.0,21000.0
2004.0,0.0
2004.0,24000.0
2004.0,0.0
2004.0,45000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,10200.0
2004.0,60000.0
2004.0,90000.0
2004.0,45000.0
2004.0,0.0
2004.0,16500.0
2004.0,27000.0
2004.0,22500.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,12600.0
2004.0,10500.0
2004.0,0.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,21300.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,15000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,45000.0
2004.0,36000.0
2004.0,0.0
2004.0,0.0
2004.0,0.0
2004.0,27000.0
2004.0,0.0
2004.0,18000.0
2004.0,0.0
2004.0,36000.0
2004.0,15000.0
2004.0,12000.0
2004.0,0.0
